id_platillo,nombre_es,categoria,subcategoria,estado_tipico,region_tipica,descripcion_es,tipo_estructura,personalizable,nivel_picante_base,riesgo_digestivo_base,nota_cultural_es,recomendacion_turista_es,activo
PL074,poc chuc,platillo fuerte,guiso_yucateco,Yucatán,Península de Yucatán,"Carne de cerdo asada y marinada con cítricos, servida con cebolla morada y frijol.",guiso,false,medio,medio,Es una preparación muy reconocible de Yucatán y ayuda a entender la cocina del península de yucatán.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL075,lechón al horno,platillo fuerte,guiso_yucateco,Yucatán,Península de Yucatán,"Cerdo horneado de sabor intenso, muy común en fines de semana y celebraciones familiares.",guiso,false,medio,alto,Es una preparación muy reconocible de Yucatán y ayuda a entender la cocina del península de yucatán.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL076,relleno negro,platillo fuerte,guiso_yucateco,Yucatán,Península de Yucatán,"Guiso oscuro y especiado preparado con recado negro, carne y a veces huevo cocido.",guiso,false,medio,medio,Es una preparación muy reconocible de Yucatán y ayuda a entender la cocina del península de yucatán.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL077,queso relleno,platillo fuerte,guiso_yucateco,Yucatán,Península de Yucatán,"Queso de bola vaciado y relleno con picadillo, servido con salsas blancas y de jitomate.",cerrado_con_relleno,false,medio,medio,Es una preparación muy reconocible de Yucatán y ayuda a entender la cocina del península de yucatán.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL078,papadzules,platillo fuerte,guiso_yucateco,Yucatán,Península de Yucatán,Tortillas rellenas de huevo bañadas en salsa de pepita y jitomate.,tortilla_rellena,false,bajo,medio,Es una preparación muy reconocible de Yucatán y ayuda a entender la cocina del península de yucatán.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL079,pescado a la veracruzana,platillo fuerte,marisco_costero,Veracruz,Golfo,"Filete de pescado cocinado con jitomate, aceitunas, alcaparras y hierbas.",guiso,false,bajo,bajo,Es una preparación muy reconocible de Veracruz y refleja la lógica costera de la cocina del golfo.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL080,pescado zarandeado,platillo fuerte,marisco_costero,Nayarit,Pacífico,"Pescado abierto y asado a las brasas con adobo rojo o negro, típico de la costa del Pacífico.",guiso,false,medio,bajo,Es una preparación muy reconocible de Nayarit y refleja la lógica costera de la cocina del pacífico.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL081,camarones a la diabla,platillo fuerte,marisco_costero,Sinaloa,Noroeste,Camarones salteados en salsa roja picante y servidos con arroz o tortillas.,guiso,false,alto,medio,Es una preparación muy reconocible de Sinaloa y refleja la lógica costera de la cocina del noroeste.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío. Si quieres medir el picante, pide chile o salsa por separado antes de cargarlo completo.",true
PL082,camarones al mojo de ajo,platillo fuerte,marisco_costero,Baja California,Noroeste,"Camarones salteados con ajo y mantequilla, frecuentes en cocinas costeras del noroeste.",guiso,false,bajo,bajo,Es una preparación muy reconocible de Baja California y refleja la lógica costera de la cocina del noroeste.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL083,aguachile,platillo fuerte,marisco_costero,Sinaloa,Noroeste,"Camarón curtido en limón con chile fresco, pepino y cebolla morada.",abierto_con_toppings,false,alto,medio,Es una preparación muy reconocible de Sinaloa y refleja la lógica costera de la cocina del noroeste.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío. Si quieres medir el picante, pide chile o salsa por separado antes de cargarlo completo.",true
PL084,ceviche de pescado,platillo fuerte,marisco_costero,Baja California,Noroeste,"Pescado fresco curado con cítricos y mezclado con jitomate, cebolla, cilantro y chile.",abierto_con_toppings,false,medio,bajo,Es una preparación muy reconocible de Baja California y refleja la lógica costera de la cocina del noroeste.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL085,ceviche de camarón,platillo fuerte,marisco_costero,Sinaloa,Noroeste,"Camarón cocido o curtido mezclado con vegetales frescos y cítricos, servido frío.",abierto_con_toppings,false,medio,bajo,Es una preparación muy reconocible de Sinaloa y refleja la lógica costera de la cocina del noroeste.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL086,carnitas,platillo fuerte,guiso_regional,Michoacán,Occidente,Cerdo cocido lentamente en su propia grasa hasta quedar jugoso y dorado.,guiso,false,medio,alto,Es una preparación muy reconocible de Michoacán y ayuda a entender la cocina del occidente.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL087,barbacoa,platillo fuerte,guiso_regional,Hidalgo,Centro,"Carne cocida lentamente hasta quedar muy suave, servida con tortillas, salsa y consomé.",guiso,false,medio,medio,Es una preparación muy reconocible de Hidalgo y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL088,discada,platillo fuerte,guiso_norteño,Coahuila,Norte,"Mezcla norteña de carnes, embutidos, verduras y chiles cocinada en disco de arado.",guiso,false,medio,alto,Es una preparación muy reconocible de Coahuila y ayuda a entender la cocina del norte.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL089,cabrito al pastor,platillo fuerte,guiso_norteño,Nuevo León,Norte,"Cabrito asado lentamente, emblema gastronómico regio y de celebraciones familiares.",guiso,false,medio,medio,Es una preparación muy reconocible de Nuevo León y ayuda a entender la cocina del norte.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL090,asado de boda,platillo fuerte,guiso_regional,Zacatecas,Bajío,Guiso festivo de cerdo en salsa de chiles secos y chocolate o piloncillo.,guiso,false,medio,alto,Es una preparación muy ligada al calendario festivo de Zacatecas y ayuda a entender la cocina ceremonial del bajío.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si puedes, pruébalo en temporada, cuando suele prepararse con más cuidado y mejor contexto cultural. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL091,asado de puerco,platillo fuerte,guiso_norteño,Nuevo León,Norte,"Cerdo guisado en salsa roja espesa, muy común en casas y fondas del norte.",guiso,false,medio,medio,Es una preparación muy reconocible de Nuevo León y ayuda a entender la cocina del norte.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL092,chilorio,platillo fuerte,guiso_norteño,Sinaloa,Noroeste,"Carne de cerdo deshebrada y frita con chiles y especias, útil para tacos, tortas y burritos.",guiso,false,medio,medio,Es una preparación muy reconocible de Sinaloa y ayuda a entender la cocina del noroeste.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL093,carne en su jugo,platillo fuerte,guiso_regional,Jalisco,Occidente,"Tiras de res cocidas en caldo corto con frijoles, tocino y cebolla.",caldo,false,medio,medio,Es una preparación muy reconocible de Jalisco y ayuda a entender la cocina del occidente.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL094,tinga de pollo,platillo fuerte,guiso_regional,Puebla,Centro,"Pollo deshebrado guisado con jitomate, cebolla y chipotle.",guiso,false,medio,medio,Es una preparación muy reconocible de Puebla y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL095,arroz a la tumbada,platillo fuerte,marisco_costero,Veracruz,Golfo,Arroz húmedo y marinero cocinado con caldo y mezcla de pescados o mariscos.,guiso,false,medio,medio,Es una preparación muy reconocible de Veracruz y refleja la lógica costera de la cocina del golfo.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Mejor en un lugar con buena rotación y cadena de frío.,true
PL096,mixiote,platillo fuerte,guiso_regional,Hidalgo,Centro,"Carne adobada envuelta y cocida al vapor, normalmente servida con nopales y tortillas.",guiso,false,medio,medio,Es una preparación muy reconocible de Hidalgo y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL097,mole de olla,sopa/caldo,caldo_tradicional,Estado de México,Centro-Sur,"Caldo de res con verduras, elote y chile, muy ligado a comidas caseras.",caldo,false,medio,medio,"Es un caldo muy representativo de Estado de México y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro-sur.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL098,morisqueta,platillo fuerte,guiso_regional,Michoacán,Occidente,"Plato de arroz blanco con frijoles y salsa, que puede llevar queso, carne o crema encima.",abierto_con_toppings,false,bajo,medio,Es una preparación muy reconocible de Michoacán y ayuda a entender la cocina del occidente.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL099,calabacitas con elote,platillo fuerte,guiso_vegetal,Puebla,Centro,"Guiso casero de calabaza, elote, jitomate y a veces queso fresco.",guiso,false,bajo,bajo,Es una preparación muy reconocible de Puebla y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL100,nopales en penca,platillo fuerte,guiso_vegetal,Hidalgo,Centro,Nopales cocidos o asados en penca de maguey con salsa y queso o acompañamientos.,guiso,false,medio,bajo,Es una preparación muy reconocible de Hidalgo y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL101,machaca norteña,platillo fuerte,guiso_norteño,Sonora,Norte,"Carne seca deshebrada rehidratada y guisada con jitomate, cebolla y chile.",guiso,false,medio,medio,Es una preparación muy reconocible de Sonora y ayuda a entender la cocina del norte.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL102,carne asada sonorense,platillo fuerte,guiso_norteño,Sonora,Norte,"Cortes de res asados al carbón, servidos con tortillas, salsa y cebollitas.",guiso,false,bajo,medio,Es una preparación muy reconocible de Sonora y ayuda a entender la cocina del norte.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL103,longaniza en salsa verde,platillo fuerte,guiso_regional,Estado de México,Centro,"Longaniza guisada con tomate verde, chile y papa, habitual en fondas del valle de Toluca.",guiso,false,medio,medio,Es una preparación muy reconocible de Estado de México y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL104,chileajo,platillo fuerte,guiso_oaxaqueño,Oaxaca,Sur,"Guiso de carne sazonado con ajo, chile y especias, propio de los valles y mixtecas oaxaqueñas.",guiso,false,medio,medio,Es una preparación muy reconocible de Oaxaca y ayuda a entender la cocina del sur.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL105,fritada queretana,platillo fuerte,guiso_regional,Querétaro,Bajío,Guiso de vísceras y carnes de cabra o cerdo cocinado con especias y caldo.,guiso,false,medio,alto,Es una preparación muy reconocible de Querétaro y ayuda a entender la cocina del bajío.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL106,alambre,platillo fuerte,guiso_urbano,Ciudad de México,Centro,"Mezcla a la plancha de carne, tocino, pimiento, cebolla y queso, servida con tortillas.",guiso,false,medio,alto,Es una preparación muy reconocible de Ciudad de México y ayuda a entender la cocina del centro.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL107,pollo encacahuatado,platillo fuerte,guiso_regional,Puebla,Centro,"Pollo cocido en salsa de cacahuate y chile, de sabor suave y textura cremosa.",guiso,false,medio,medio,Es una preparación muy reconocible de Puebla y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL108,mole de cadera,platillo fuerte,guiso_regional,Puebla,Centro,"Mole estacional de chivo con chiles y ejotes, muy ligado a Tehuacán y la matanza tradicional.",guiso,false,medio,medio,Es una preparación muy reconocible de Puebla y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL109,tasajo oaxaqueño,platillo fuerte,guiso_oaxaqueño,Oaxaca,Sur,"Carne de res delgada y salada, asada al comal o carbón y servida con tortillas y salsa.",guiso,false,bajo,medio,Es una preparación muy reconocible de Oaxaca y ayuda a entender la cocina del sur.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL110,cecina de Yecapixtla,platillo fuerte,guiso_regional,Morelos,Centro,"Cecina delgada, salada y asada, famosa por su textura suave y acompañamiento con crema o queso.",guiso,false,bajo,medio,Es una preparación muy reconocible de Morelos y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL111,cecina estilo Toluca,platillo fuerte,guiso_regional,Estado de México,Centro,"Carne curada y delgada del valle de Toluca, servida asada con enchiladas, papas o nopales.",guiso,false,bajo,medio,Es una preparación muy reconocible de Estado de México y ayuda a entender la cocina del centro.,Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina.,true
PL112,machitos,platillo fuerte,guiso_norteño,Coahuila,Norte,Preparación norteña de tripas y vísceras enrolladas y cocinadas hasta dorar.,guiso,false,medio,alto,Es una preparación muy reconocible de Coahuila y ayuda a entender la cocina del norte.,"Conviene pedirlo como plato principal y revisar qué guarnición local ofrece la cocina. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL113,sopa tarasca,sopa/caldo,caldo_tradicional,Michoacán,Occidente,"Sopa cremosa de frijol con tiras de tortilla, jitomate y chile pasilla.",caldo,false,bajo,medio,"Es un caldo muy representativo de Michoacán y muestra la importancia de los fondos, recados y guarniciones en la cocina del occidente.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL114,sopa de lima,sopa/caldo,caldo_tradicional,Yucatán,Península de Yucatán,Caldo ligero de pollo y lima servido con tiritas de tortilla frita.,caldo,false,bajo,bajo,"Es un caldo muy representativo de Yucatán y muestra la importancia de los fondos, recados y guarniciones en la cocina del península de yucatán.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL115,sopa de tortilla,sopa/caldo,caldo_tradicional,Ciudad de México,Centro,"Caldo de jitomate y chile pasilla con tiras de tortilla, aguacate, crema y queso.",caldo,false,medio,medio,"Es un caldo muy representativo de Ciudad de México y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL116,caldo tlalpeño,sopa/caldo,caldo_tradicional,Ciudad de México,Centro-Sur,"Caldo de pollo con garbanzo, zanahoria, chipotle y queso o aguacate al servir.",caldo,false,medio,medio,"Es un caldo muy representativo de Ciudad de México y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro-sur.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL117,caldo de camarón,sopa/caldo,caldo_costero,Sinaloa,Noroeste,Caldo rojo de camarón seco o fresco con verduras y chile.,caldo,false,medio,bajo,"Es un caldo muy representativo de Sinaloa y muestra la importancia de los fondos, recados y guarniciones en la cocina del noroeste.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Mejor en un lugar con buena rotación y cadena de frío.,true
PL118,chilpachole,sopa/caldo,caldo_costero,Veracruz,Golfo,"Caldo espeso de marisco o jaiba con masa, jitomate y chile, muy arraigado en la costa veracruzana.",caldo,false,medio,medio,"Es un caldo muy representativo de Veracruz y muestra la importancia de los fondos, recados y guarniciones en la cocina del golfo.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Mejor en un lugar con buena rotación y cadena de frío.,true
PL119,caldo de piedra,sopa/caldo,caldo_regional,Oaxaca,Sur,Preparación comunitaria de pescado y hierbas cocida con piedras calientes.,caldo,false,bajo,bajo,"Es un caldo muy representativo de Oaxaca y muestra la importancia de los fondos, recados y guarniciones en la cocina del sur.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Mejor en un lugar con buena rotación y cadena de frío.,true
PL120,caldo de siete mares,sopa/caldo,caldo_costero,Baja California Sur,Noroeste,"Caldo abundante con mezcla de pescados y mariscos, muy común en restauración costera.",caldo,false,medio,medio,"Es un caldo muy representativo de Baja California Sur y muestra la importancia de los fondos, recados y guarniciones en la cocina del noroeste.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Mejor en un lugar con buena rotación y cadena de frío.,true
PL121,consomé de barbacoa,sopa/caldo,caldo_regional,Hidalgo,Centro,"Caldo ligero y sustancioso derivado de la cocción de la barbacoa, con arroz o garbanzo.",caldo,false,medio,medio,"Es un caldo muy representativo de Hidalgo y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL122,mondongo tabasqueño,sopa/caldo,caldo_regional,Tabasco,Sur,"Sopa espesa de panza con verduras, especias y chile, muy ligada a celebraciones familiares.",caldo,false,medio,alto,"Es un caldo muy representativo de Tabasco y muestra la importancia de los fondos, recados y guarniciones en la cocina del sur.","Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL123,caldo xóchitl,sopa/caldo,caldo_tradicional,Ciudad de México,Centro,"Caldo claro con pollo, verduras finas y toques frescos de hierbas o limón.",caldo,false,bajo,bajo,"Es un caldo muy representativo de Ciudad de México y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL124,sopa de habas,sopa/caldo,caldo_tradicional,Tlaxcala,Centro,Sopa espesa de habas secas con hierbas y a veces nopales o queso.,caldo,false,bajo,medio,"Es un caldo muy representativo de Tlaxcala y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL125,frijol con veneno,sopa/caldo,caldo_regional,Durango,Norte,"Frijoles caldosos reforzados con carne de cerdo o chorizo, plato norteño de gran energía.",caldo,false,medio,alto,"Es un caldo muy representativo de Durango y muestra la importancia de los fondos, recados y guarniciones en la cocina del norte.","Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL126,chileatole,sopa/caldo,caldo_tradicional,Puebla,Centro,"Sopa espesa de maíz, chile, epazote y verduras o carne, servida muy caliente.",caldo,false,medio,medio,"Es un caldo muy representativo de Puebla y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL127,menudo,sopa/caldo,caldo_regional,Nuevo León,Norte,"Caldo de pancita con chile y maíz, muy popular en desayunos y fines de semana.",caldo,false,medio,alto,"Es un caldo muy representativo de Nuevo León y muestra la importancia de los fondos, recados y guarniciones en la cocina del norte.","Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL128,chilayo,sopa/caldo,caldo_regional,Sinaloa,Noroeste,"Caldo rojo de carne con chile ancho, muy habitual en desayunos robustos del noroeste.",caldo,false,medio,medio,"Es un caldo muy representativo de Sinaloa y muestra la importancia de los fondos, recados y guarniciones en la cocina del noroeste.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL129,sopa de nopal,sopa/caldo,caldo_tradicional,Morelos,Centro,"Sopa ligera de nopales con jitomate, cebolla y caldo claro.",caldo,false,bajo,bajo,"Es un caldo muy representativo de Morelos y muestra la importancia de los fondos, recados y guarniciones en la cocina del centro.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL130,caldillo durangueño,sopa/caldo,caldo_regional,Durango,Norte,"Caldo de carne seca con chile verde y jitomate, representativo de la cocina durangueña.",caldo,false,medio,medio,"Es un caldo muy representativo de Durango y muestra la importancia de los fondos, recados y guarniciones en la cocina del norte.",Suele funcionar bien como plato principal o como entrada abundante si el resto de la comida será ligera.,true
PL131,huevos rancheros,desayuno,desayuno_huevos,Sonora,Norte,"Huevos fritos sobre tortilla con salsa ranchera, frijoles y a veces queso.",abierto_con_toppings,false,medio,medio,Es una preparación muy reconocible de Sonora y ayuda a entender la cocina del norte.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.",true
PL132,huevos divorciados,desayuno,desayuno_huevos,Ciudad de México,Centro,"Dos huevos con salsas distintas, usualmente uno rojo y otro verde, acompañados con frijoles.",abierto_con_toppings,false,medio,medio,Es una preparación muy reconocible de Ciudad de México y ayuda a entender la cocina del centro.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.",true
PL133,huevos motuleños,desayuno,desayuno_huevos,Yucatán,Península de Yucatán,"Huevos sobre tortilla con frijol, salsa, plátano, chícharos y queso.",abierto_con_toppings,false,bajo,medio,Es una preparación muy reconocible de Yucatán y ayuda a entender la cocina del península de yucatán.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.",true
PL134,huevos a la mexicana,desayuno,desayuno_huevos,Ciudad de México,Centro,"Huevos revueltos con jitomate, cebolla y chile, acompañados con frijoles o tortillas.",guiso,false,medio,medio,Es una preparación muy reconocible de Ciudad de México y ayuda a entender la cocina del centro.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto.",true
PL135,machaca con huevo,desayuno,desayuno_huevos,Sonora,Norte,"Huevos revueltos con carne seca, jitomate, cebolla y chile.",guiso,false,medio,medio,Es una preparación muy reconocible de Sonora y ayuda a entender la cocina del norte.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto.",true
PL136,migas norteñas,desayuno,desayuno_huevos,Nuevo León,Norte,"Huevos revueltos con tortilla frita, salsa y a veces carne seca o queso.",guiso,false,medio,medio,Es una preparación muy reconocible de Nuevo León y ayuda a entender la cocina del norte.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto.",true
PL137,desayuno minero,desayuno,desayuno_regional,Guanajuato,Bajío,"Plato matutino abundante con enchiladas, huevo, frijoles y carne o cecina.",abierto_con_toppings,false,medio,medio,Es una preparación muy reconocible de Guanajuato y ayuda a entender la cocina del bajío.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.",true
PL138,migas veracruzanas,desayuno,desayuno_regional,Veracruz,Golfo,"Pan o tortilla humedecida en salsa con huevo, queso y a veces plátano macho o frijol.",guiso,false,medio,medio,Es una preparación muy reconocible de Veracruz y ayuda a entender la cocina del golfo.,"Vale la pena pedirlo temprano, cuando la textura y las guarniciones suelen estar en su mejor punto.",true
PL139,empalmes,antojito,antojito_norteño,Nuevo León,Norte,"Dos tortillas de maíz unidas con frijol y relleno de carne o guiso, comunes en la frontera noreste.",tortilla_rellena,false,medio,medio,Es una preparación muy reconocible de Nuevo León y ayuda a entender la cocina del norte.,Conviene comerlo recién hecho para aprovechar textura y temperatura. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL140,burra percherona,antojito,burrito_regional,Sonora,Norte,"Burrito grande de tortilla de harina con carne asada, queso, frijol y vegetales.",cerrado_con_relleno,false,medio,alto,Es una preparación muy reconocible de Sonora y ayuda a entender la cocina del norte.,"Conviene comerlo recién hecho para aprovechar textura y temperatura. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL141,torta de la barda,antojito,torta_regional,Tamaulipas,Golfo,"Torta tampiqueña con múltiples capas de carnes frías, quesos, frijoles, chorizo y salsa.",pan_relleno,false,medio,alto,Es una preparación muy reconocible de Tamaulipas y ayuda a entender la cocina del golfo.,"Conviene comerlo recién hecho para aprovechar textura y temperatura. Si no estás acostumbrado a comida pesada, empieza con una porción moderada o compártelo.",true
PL142,vampiros sinaloenses,antojito,taco_regional,Sinaloa,Noroeste,"Tostada de tortilla dorada con queso y carne asada, servida como antojito taquero.",abierto_con_toppings,false,medio,medio,Es una preparación muy reconocible de Sinaloa y ayuda a entender la cocina del noroeste.,Conviene comerlo recién hecho para aprovechar textura y temperatura. Vale la pena confirmar toppings y salsas para ajustarlo a tu apetito y tolerancia al picante.,true
PL143,atole,bebida,bebida_maiz,Tlaxcala,Centro,"Bebida caliente espesa de maíz o masa, aromatizada con frutas, vainilla o canela.",bebida,false,bajo,bajo,Es una bebida muy reconocible de Tlaxcala y aporta contexto sobre costumbres cotidianas y celebratorias del centro.,Lo ideal es pedirlo de la casa o recién preparado para notar mejor su perfil regional.,true
PL144,champurrado,bebida,bebida_maiz,Ciudad de México,Centro,"Atole de chocolate espeso y reconfortante, muy común en desayunos y noches frescas.",bebida,false,bajo,bajo,Es una bebida muy reconocible de Ciudad de México y aporta contexto sobre costumbres cotidianas y celebratorias del centro.,Lo ideal es pedirlo de la casa o recién preparado para notar mejor su perfil regional.,true
PL145,tejate,bebida,bebida_tradicional,Oaxaca,Sur,"Bebida fría de maíz, cacao, hueso de mamey y flor de cacao, de textura espumosa.",bebida,false,bajo,bajo,Es una bebida muy reconocible de Oaxaca y aporta contexto sobre costumbres cotidianas y celebratorias del sur.,Lo ideal es pedirlo de la casa o recién preparado para notar mejor su perfil regional.,true
PL146,tascalate,bebida,bebida_tradicional,Chiapas,Sur,"Bebida chiapaneca de maíz tostado, cacao, achiote y canela que puede tomarse fría o templada.",bebida,false,bajo,bajo,Es una bebida muy reconocible de Chiapas y aporta contexto sobre costumbres cotidianas y celebratorias del sur.,Lo ideal es pedirlo de la casa o recién preparado para notar mejor su perfil regional.,true
PL147,pozol,bebida,bebida_tradicional,Tabasco,Sur,"Bebida espesa y refrescante de maíz y cacao, muy usada para combatir el calor húmedo del sureste.",bebida,false,bajo,bajo,Es una bebida muy reconocible de Tabasco y aporta contexto sobre costumbres cotidianas y celebratorias del sur.,Lo ideal es pedirlo de la casa o recién preparado para notar mejor su perfil regional.,true
PL148,tejuino,bebida,bebida_tradicional,Jalisco,Occidente,"Bebida de maíz fermentado suave, servida fría con limón, sal y a veces nieve.",bebida,false,bajo,bajo,Es una bebida muy reconocible de Jalisco y aporta contexto sobre costumbres cotidianas y celebratorias del occidente.,Lo ideal es pedirlo de la casa o recién preparado para notar mejor su perfil regional.,true
